age,workclass,fnlwgt,education,educational-num,marital-status,occupation,relationship,race,gender,capital-gain,capital-loss,hours-per-week,native-country
38,Private,98360,Masters,14,Divorced,Prof-specialty,Wife,White,Female,0,0,40,United-States
49,Federal-gov,106207,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States
52,Federal-gov,197515,10th,9,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States
19,Private,552354,Preschool,8,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,40,United-States
42,Self-emp-not-inc,27821,Assoc-voc,11,Married-AF-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States
47,Private,177087,12th,9,Married-AF-spouse,Exec-managerial,Not-in-family,White,Female,0,2444,50,United-States
22,Local-gov,347867,Preschool,9,Married-spouse-absent,Sales,Not-in-family,White,Male,0,1719,40,Greece
49,Self-emp-inc,316323,Prof-school,9,Separated,Transport-moving,Husband,Amer-Indian-Eskimo,Male,0,0,48,United-States
25,Private,109609,Some-college,10,Married-civ-spouse,Other-service,Not-in-family,White,Male,0,0,25,United-States
75,Self-emp-not-inc,36325,HS-grad,9,Divorced,Farming-fishing,Husband,White,Male,0,0,30,United-States
52,State-gov,98588,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,Hong
45,Without-pay,72896,Assoc-voc,11,Married-spouse-absent,Prof-specialty,Husband,White,Male,0,0,40,China
32,Private,464621,Some-college,10,Separated,Farming-fishing,Own-child,Amer-Indian-Eskimo,Male,0,0,40,United-States
37,Private,222450,11th,7,Divorced,Other-service,Other-relative,White,Male,0,0,40,El-Salvador
32,Private,86808,HS-grad,9,Divorced,Adm-clerical,Other-relative,White,Female,0,0,40,United-States
30,Private,1184622,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,Black,Male,0,0,35,United-States
49,Private,94215,12th,8,Divorced,Machine-op-inspct,Not-in-family,White,Female,0,0,40,United-States
27,Private,150861,Some-college,10,Never-married,Other-service,Own-child,White,Female,0,0,40,United-States
47,Without-pay,55272,Some-college,10,Never-married,Craft-repair,Own-child,White,Male,0,0,40,Cambodia
57,Without-pay,154368,Bachelors,13,Never-married,Tech-support,Husband,White,Male,0,0,50,United-States
33,Without-pay,348152,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States
31,Self-emp-not-inc,433788,Prof-school,10,Married-civ-spouse,Transport-moving,Husband,Other,Male,0,0,40,United-States
21,Without-pay,214956,Some-college,10,Never-married,Tech-support,Own-child,White,Male,0,0,30,United-States
23,Self-emp-inc,177787,Bachelors,13,Never-married,Sales,Own-child,White,Female,0,0,30,England
61,Private,149620,Some-college,10,Divorced,Other-service,Not-in-family,Black,Female,0,0,40,United-States
28,Private,124905,Masters,4,Married-civ-spouse,Craft-repair,Husband,White,Female,0,0,30,United-States
43,Private,212027,11th,13,Divorced,Prof-specialty,Not-in-family,Black,Male,0,0,38,United-States
49,Private,182862,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,7688,0,40,United-States
45,Private,190822,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Female,0,0,31,United-States
50,Private,172052,Masters,9,Widowed,Prof-specialty,Not-in-family,Other,Female,0,0,35,South
23,Private,215395,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States
76,Local-gov,224058,Some-college,6,Married-civ-spouse,Transport-moving,Not-in-family,Black,Male,0,0,20,Hong
32,Self-emp-not-inc,39369,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States
43,Private,233130,Bachelors,13,Divorced,Sales,Not-in-family,White,Female,0,0,40,United-States
50,Private,197322,11th,7,Divorced,Exec-managerial,Husband,White,Male,0,0,50,China
50,Private,226497,7th-8th,10,Married-spouse-absent,Protective-serv,Wife,White,Female,0,0,52,United-States
40,Private,111779,11th,7,Divorced,Other-service,Unmarried,Black,Female,0,0,36,United-States
22,Private,129172,Some-college,10,Never-married,Other-service,Own-child,Other,Male,0,0,16,United-States
33,Private,132832,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,50,Japan
24,Private,161092,Bachelors,13,Never-married,Exec-managerial,Other-relative,White,Male,0,0,40,United-States
21,Private,227220,HS-grad,9,Married-spouse-absent,Other-service,Other-relative,White,Male,0,0,33,United-States
30,Private,161153,5th-6th,9,Never-married,Other-service,Own-child,White,Male,0,0,40,United-States
46,Self-emp-not-inc,131091,1st-4th,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States
28,Private,312588,10th,6,Divorced,Other-service,Not-in-family,White,Female,0,0,40,United-States
41,Private,184378,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States
17,Private,156736,10th,6,Never-married,Sales,Unmarried,White,Female,0,0,12,United-States
68,Local-gov,137518,HS-grad,9,Widowed,Adm-clerical,Not-in-family,White,Female,0,0,33,United-States
27,State-gov,109165,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,60,United-States
40,State-gov,170525,7th-8th,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,38,Hungary
22,Private,385077,1st-4th,9,Never-married,Craft-repair,Own-child,White,Male,2907,0,40,United-States
40,Local-gov,222756,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States
17,Private,413557,11th,7,Separated,Adm-clerical,Own-child,White,Female,0,0,32,United-States
52,Private,29658,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Male,0,0,40,United-States
54,Local-gov,103580,1st-4th,12,Divorced,Exec-managerial,Husband,Other,Male,0,0,55,United-States
54,Local-gov,236157,Some-college,9,Divorced,Prof-specialty,Husband,White,Male,0,1887,40,United-States
40,Local-gov,210275,HS-grad,9,Never-married,Adm-clerical,Other-relative,White,Female,0,0,40,United-States
45,Private,235892,Preschool,10,Divorced,Other-service,Not-in-family,White,Female,0,0,32,United-States
19,Private,188669,HS-grad,9,Never-married,Sales,Own-child,White,Female,0,0,30,India
29,Without-pay,39484,Bachelors,13,Divorced,Machine-op-inspct,Husband,Black,Female,7298,0,42,United-States
40,Local-gov,110622,Prof-school,15,Married-civ-spouse,Adm-clerical,Other-relative,Asian-Pac-Islander,Female,0,0,40,Philippines
34,Private,737315,7th-8th,15,Never-married,Prof-specialty,Husband,White,Female,0,0,65,United-States
52,Private,119111,HS-grad,9,Married-AF-spouse,Machine-op-inspct,Husband,White,Female,0,0,40,United-States
53,Self-emp-not-inc,105728,11th,9,Widowed,Other-service,Not-in-family,Asian-Pac-Islander,Female,0,0,28,Philippines
56,Self-emp-inc,133819,HS-grad,9,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States
39,Private,106183,HS-grad,9,Divorced,Other-service,Unmarried,Amer-Indian-Eskimo,Female,6849,0,40,United-States
22,Private,333910,Some-college,10,Married-AF-spouse,Tech-support,Wife,White,Female,0,0,43,United-States
54,Federal-gov,59840,HS-grad,9,Divorced,Handlers-cleaners,Not-in-family,White,Male,0,0,45,United-States
62,Private,256723,5th-6th,10,Divorced,Farming-fishing,Not-in-family,White,Male,0,0,40,United-States
41,Private,29762,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,60,United-States
33,Private,65278,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Female,0,0,40,Dominican-Republic
65,State-gov,180280,Some-college,10,Widowed,Exec-managerial,Wife,White,Female,0,0,40,United-States
84,Federal-gov,155057,Bachelors,13,Married-civ-spouse,Farming-fishing,Wife,White,Male,0,0,20,Puerto-Rico
17,Federal-gov,143791,10th,6,Married-spouse-absent,Other-service,Own-child,Black,Female,0,0,12,United-States
32,Private,236861,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,42,United-States
57,Self-emp-not-inc,103529,Masters,14,Married-spouse-absent,Tech-support,Husband,White,Male,0,0,38,United-States
38,State-gov,296478,Masters,11,Separated,Craft-repair,Husband,White,Male,7298,0,40,United-States
25,Self-emp-not-inc,212793,Assoc-voc,12,Married-civ-spouse,Priv-house-serv,Not-in-family,White,Male,0,0,50,United-States
42,Without-pay,103932,12th,11,Divorced,Prof-specialty,Unmarried,White,Female,0,0,40,Guatemala
40,Private,284086,9th,5,Divorced,Transport-moving,Not-in-family,White,Male,0,0,30,United-States
68,Federal-gov,69249,Masters,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,50,United-States
25,Without-pay,163620,11th,9,Never-married,Exec-managerial,Husband,White,Female,7298,0,84,United-States
35,Private,144322,HS-grad,9,Divorced,Machine-op-inspct,Unmarried,White,Female,0,0,40,United-States
35,Local-gov,241998,7th-8th,13,Married-spouse-absent,Exec-managerial,Own-child,White,Male,0,0,45,United-States
50,Local-gov,183390,Bachelors,13,Never-married,Prof-specialty,Not-in-family,Amer-Indian-Eskimo,Male,0,0,40,United-States
30,Private,243867,Some-college,10,Never-married,Prof-specialty,Not-in-family,Black,Male,0,0,45,United-States
30,Private,164309,HS-grad,9,Never-married,Sales,Not-in-family,White,Female,0,0,35,United-States
46,Private,33109,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,0,1741,40,United-States
27,Private,180271,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,43,United-States
51,Self-emp-not-inc,302146,11th,7,Never-married,Other-service,Not-in-family,Black,Female,0,0,40,United-States
39,Private,175972,Some-college,10,Married-civ-spouse,Other-service,Wife,White,Female,0,0,15,United-States
43,Private,148998,1st-4th,9,Divorced,Adm-clerical,Husband,White,Female,0,0,40,United-States
29,Without-pay,109404,Bachelors,13,Never-married,Sales,Not-in-family,Asian-Pac-Islander,Male,0,0,50,United-States
46,Self-emp-not-inc,195418,1st-4th,13,Married-civ-spouse,Other-service,Not-in-family,Black,Male,0,0,40,United-States
36,Local-gov,101481,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States
63,Self-emp-not-inc,404547,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,30,United-States
23,Private,112819,7th-8th,9,Married-spouse-absent,Machine-op-inspct,Husband,White,Male,0,0,40,United-States
17,Private,53611,12th,8,Never-married,Other-service,Own-child,White,Female,0,0,6,United-States
32,Private,295282,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,48,United-States
44,Private,185057,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,35,United-States
37,Federal-gov,188391,Masters,12,Widowed,Other-service,Own-child,Black,Male,0,0,60,United-States
32,Private,203181,Masters,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,60,United-States
48,Without-pay,104790,Preschool,7,Divorced,Farming-fishing,Husband,White,Male,0,0,50,Laos
35,Private,112264,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States
42,Private,66755,7th-8th,4,Married-civ-spouse,Priv-house-serv,Husband,Other,Male,0,0,40,Peru
53,Local-gov,324021,Some-college,10,Divorced,Other-service,Not-in-family,White,Female,0,0,40,United-States
42,Private,195897,10th,4,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States
40,Private,294708,Prof-school,9,Divorced,Craft-repair,Unmarried,Black,Male,0,0,40,United-States
30,Self-emp-inc,225243,12th,14,Never-married,Exec-managerial,Wife,White,Male,0,0,47,United-States
30,Private,177522,HS-grad,9,Married-civ-spouse,Adm-clerical,Own-child,White,Female,0,0,20,United-States
42,Self-emp-not-inc,322385,Assoc-voc,11,Married-civ-spouse,Machine-op-inspct,Husband,White,Female,2407,0,40,United-States
58,Private,175127,12th,8,Married-civ-spouse,Transport-moving,Wife,White,Male,0,0,40,United-States
37,Self-emp-not-inc,218490,Preschool,9,Married-civ-spouse,Protective-serv,Husband,White,Female,7688,0,35,United-States
20,Private,258509,HS-grad,9,Divorced,Machine-op-inspct,Own-child,Black,Male,0,0,40,United-States
52,Private,96359,Preschool,16,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,57,United-States
29,Private,367329,Preschool,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States
25,Federal-gov,171236,HS-grad,9,Divorced,Handlers-cleaners,Own-child,White,Female,0,0,40,United-States
53,Local-gov,195322,Some-college,10,Married-civ-spouse,Machine-op-inspct,Other-relative,White,Male,0,0,30,United-States
49,Self-emp-inc,107597,HS-grad,9,Divorced,Exec-managerial,Unmarried,White,Female,14084,0,30,Jamaica
51,Private,40641,Some-college,10,Married-AF-spouse,Exec-managerial,Husband,White,Female,0,0,60,United-States
42,Federal-gov,156580,Bachelors,13,Married-civ-spouse,Sales,Wife,White,Female,0,0,40,Cuba
27,Private,405855,9th,5,Never-married,Craft-repair,Other-relative,White,Female,0,0,40,Mexico
30,Private,622192,Bachelors,10,Married-civ-spouse,Other-service,Wife,White,Female,0,0,6,United-States
50,Local-gov,159650,11th,10,Widowed,Tech-support,Husband,White,Male,0,0,60,United-States
21,Private,34310,Assoc-voc,11,Never-married,Craft-repair,Husband,White,Male,0,2603,40,United-States
49,Self-emp-inc,315998,Bachelors,13,Divorced,Exec-managerial,Husband,White,Male,0,0,50,United-States
59,Without-pay,141326,Assoc-voc,11,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,50,United-States
29,Private,107458,Bachelors,13,Never-married,Sales,Not-in-family,White,Male,0,0,50,United-States
57,Private,34269,Masters,9,Married-spouse-absent,Machine-op-inspct,Unmarried,White,Female,0,653,42,Iran
61,Self-emp-not-inc,95450,Bachelors,13,Married-spouse-absent,Sales,Husband,White,Male,5178,0,50,United-States
35,Private,26999,Bachelors,13,Separated,Exec-managerial,Unmarried,White,Female,0,0,42,United-States
38,Private,115289,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States
45,Private,170871,HS-grad,9,Married-AF-spouse,Craft-repair,Husband,White,Male,7298,0,60,United-States
18,Private,436163,11th,7,Widowed,Prof-specialty,Own-child,White,Male,0,0,20,United-States
27,Local-gov,199172,HS-grad,9,Married-spouse-absent,Protective-serv,Wife,White,Female,0,0,40,United-States
39,Private,49436,Assoc-acdm,12,Divorced,Prof-specialty,Unmarried,White,Female,0,1380,40,Peru
42,Federal-gov,178074,11th,14,Separated,Exec-managerial,Wife,White,Female,0,1902,40,United-States
29,Private,53642,Assoc-voc,11,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States
65,Local-gov,196174,Preschool,6,Divorced,Handlers-cleaners,Not-in-family,White,Female,0,0,28,United-States
30,Private,236861,Some-college,9,Never-married,Exec-managerial,Not-in-family,White,Male,0,1876,45,United-States
30,Self-emp-not-inc,176185,Masters,10,Never-married,Craft-repair,Unmarried,White,Male,0,0,60,United-States
61,Private,213321,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States
33,Private,167474,Assoc-acdm,12,Married-civ-spouse,Adm-clerical,Husband,Other,Male,0,0,40,United-States
42,Without-pay,34218,Bachelors,13,Divorced,Exec-managerial,Husband,White,Female,7298,0,50,United-States
34,Private,159322,5th-6th,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States
22,State-gov,34310,Some-college,10,Never-married,Transport-moving,Own-child,White,Male,0,0,25,United-States
69,Private,107548,9th,5,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States
41,Without-pay,223062,Some-college,10,Separated,Other-service,Not-in-family,Black,Male,0,0,40,United-States
31,Federal-gov,159737,HS-grad,9,Never-married,Sales,Unmarried,Black,Female,0,0,58,United-States
48,Local-gov,55720,Assoc-acdm,10,Married-civ-spouse,Transport-moving,Wife,White,Male,2407,0,40,United-States
52,Federal-gov,157454,HS-grad,9,Widowed,Machine-op-inspct,Not-in-family,White,Female,0,0,40,United-States
31,Private,238816,Assoc-voc,11,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States
18,Without-pay,238867,11th,7,Never-married,Handlers-cleaners,Own-child,White,Male,0,1602,40,United-States
62,State-gov,134768,Prof-school,8,Married-civ-spouse,Transport-moving,Own-child,Black,Male,0,0,40,United-States
52,Self-emp-not-inc,179951,Prof-school,15,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States
41,Federal-gov,171615,Some-college,10,Married-civ-spouse,Other-service,Own-child,White,Male,0,0,48,United-States
34,Local-gov,236415,Some-college,10,Never-married,Adm-clerical,Unmarried,White,Female,0,0,18,United-States
74,Self-emp-not-inc,173929,Doctorate,16,Widowed,Exec-managerial,Own-child,White,Male,0,0,25,United-States
37,Federal-gov,161111,Doctorate,13,Married-civ-spouse,Sales,Husband,White,Female,0,0,40,United-States
34,Private,120461,HS-grad,9,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States
27,Private,109881,5th-6th,13,Never-married,Other-service,Own-child,White,Female,0,0,20,United-States
49,Without-pay,353824,Some-college,9,Separated,Craft-repair,Husband,White,Male,0,1887,40,United-States
43,State-gov,83411,Assoc-voc,13,Separated,Other-service,Husband,White,Male,0,2415,40,United-States
36,Self-emp-not-inc,294672,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,40,United-States
55,Federal-gov,154274,Some-college,14,Divorced,Exec-managerial,Not-in-family,White,Female,8614,0,40,England
45,Private,176917,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Other-relative,White,Male,0,0,40,United-States
67,State-gov,423561,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States
24,Private,116934,7th-8th,10,Separated,Sales,Unmarried,White,Female,0,0,45,United-States
30,Private,149427,9th,5,Married-spouse-absent,Craft-repair,Own-child,White,Male,0,0,45,United-States
51,Without-pay,169182,9th,5,Married-spouse-absent,Other-service,Not-in-family,White,Female,0,0,45,Cuba
26,Private,248612,Bachelors,13,Separated,Prof-specialty,Own-child,White,Male,0,0,30,United-States
39,Without-pay,132879,Assoc-acdm,13,Married-civ-spouse,Prof-specialty,Own-child,White,Female,0,1887,40,Dominican-Republic
29,Private,30069,Some-college,10,Never-married,Adm-clerical,Own-child,Other,Female,0,0,50,United-States
42,Private,154374,1st-4th,13,Married-AF-spouse,Transport-moving,Husband,Other,Male,0,0,58,United-States
37,Without-pay,216924,Preschool,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,44,United-States
59,Private,193335,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States
41,Local-gov,277783,Some-college,10,Divorced,Craft-repair,Not-in-family,White,Male,0,2001,50,United-States
64,Self-emp-inc,179436,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,White,Male,15024,0,55,United-States
42,Self-emp-inc,194636,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States
26,Private,174592,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States
21,Private,253612,Some-college,10,Widowed,Prof-specialty,Own-child,White,Female,1055,0,32,United-States
39,Private,258102,Some-college,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,50,United-States
47,Private,358465,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States
22,State-gov,309348,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,15,United-States
36,Self-emp-not-inc,160192,HS-grad,9,Never-married,Other-service,Not-in-family,Black,Male,0,0,40,United-States
46,Local-gov,136162,11th,11,Divorced,Sales,Unmarried,Asian-Pac-Islander,Female,0,0,40,United-States
38,Private,377486,HS-grad,9,Never-married,Sales,Not-in-family,White,Female,0,0,36,Ireland
53,Without-pay,119570,Bachelors,13,Married-civ-spouse,Exec-managerial,Own-child,White,Male,0,0,45,Cambodia
22,Private,175431,HS-grad,9,Married-civ-spouse,Other-service,Wife,White,Male,0,0,20,Dominican-Republic
51,Self-emp-not-inc,175897,9th,5,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,20,United-States
42,Private,37937,Assoc-voc,11,Married-AF-spouse,Other-service,Husband,White,Male,0,0,45,United-States
64,Private,45776,12th,9,Divorced,Other-service,Not-in-family,White,Female,0,1762,79,United-States
42,Self-emp-not-inc,277488,Doctorate,15,Married-civ-spouse,Prof-specialty,Husband,Black,Female,15024,0,65,United-States
57,State-gov,32694,Masters,14,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,50,United-States
29,State-gov,135296,HS-grad,13,Married-AF-spouse,Exec-managerial,Other-relative,White,Female,0,2258,45,United-States
28,Private,42881,Assoc-acdm,6,Separated,Machine-op-inspct,Own-child,White,Female,0,0,40,United-States
68,Private,339168,Bachelors,13,Married-AF-spouse,Transport-moving,Husband,White,Female,0,0,30,United-States
28,Private,297735,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,Black,Female,0,0,40,United-States
18,Private,137532,Some-college,10,Never-married,Sales,Own-child,White,Female,0,0,20,United-States
65,Private,55894,Prof-school,15,Separated,Tech-support,Not-in-family,White,Male,0,0,40,United-States
35,Self-emp-not-inc,187089,Prof-school,11,Married-civ-spouse,Handlers-cleaners,Wife,White,Female,0,0,42,United-States
45,Without-pay,232586,Some-college,10,Separated,Craft-repair,Husband,White,Male,0,0,50,United-States
31,Private,51471,Prof-school,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,38,United-States
51,Private,144284,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States
39,Private,320305,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,United-States
20,Private,74631,5th-6th,10,Never-married,Sales,Other-relative,White,Female,0,0,40,United-States
48,Self-emp-not-inc,179337,HS-grad,9,Widowed,Craft-repair,Husband,White,Male,0,0,60,England
49,State-gov,31650,Doctorate,13,Married-civ-spouse,Prof-specialty,Other-relative,White,Female,0,0,45,United-States
26,State-gov,175044,5th-6th,10,Never-married,Protective-serv,Own-child,White,Male,0,0,40,United-States
28,Self-emp-not-inc,214689,11th,7,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States
37,Private,213726,HS-grad,9,Divorced,Machine-op-inspct,Not-in-family,Asian-Pac-Islander,Female,0,0,40,Philippines
54,Self-emp-inc,185407,Preschool,9,Widowed,Craft-repair,Husband,Other,Male,7688,0,40,United-States
37,Private,258037,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,45,Cuba
21,Private,191460,11th,7,Never-married,Other-service,Unmarried,Black,Female,0,0,40,Germany
27,Local-gov,230997,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,45,United-States
53,Self-emp-inc,188067,Some-college,10,Widowed,Handlers-cleaners,Unmarried,White,Female,0,0,40,United-States
47,Self-emp-not-inc,53292,Assoc-acdm,12,Widowed,Prof-specialty,Unmarried,White,Female,0,0,35,United-States
28,Private,51461,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,United-States
39,Private,125550,HS-grad,9,Married-AF-spouse,Adm-clerical,Wife,Amer-Indian-Eskimo,Female,0,0,40,United-States
63,Private,102412,HS-grad,9,Divorced,Sales,Not-in-family,White,Female,0,0,40,United-States
36,Private,115360,10th,6,Married-civ-spouse,Machine-op-inspct,Own-child,White,Female,3464,0,40,United-States
37,Private,201531,HS-grad,12,Married-spouse-absent,Machine-op-inspct,Unmarried,White,Female,0,0,40,United-States
34,Private,100734,HS-grad,9,Divorced,Tech-support,Unmarried,Other,Female,0,0,40,Haiti
19,Private,307496,Some-college,10,Never-married,Other-service,Own-child,White,Female,0,0,23,United-States
36,Private,69481,Prof-school,15,Married-civ-spouse,Prof-specialty,Other-relative,White,Male,0,0,55,United-States
35,Private,247547,HS-grad,9,Separated,Handlers-cleaners,Other-relative,Black,Female,0,0,40,United-States
60,Federal-gov,404023,Assoc-voc,9,Divorced,Sales,Not-in-family,Asian-Pac-Islander,Male,10520,0,40,United-States
34,State-gov,124827,12th,10,Married-civ-spouse,Craft-repair,Not-in-family,White,Male,0,0,40,Germany
34,Local-gov,155343,1st-4th,9,Widowed,Craft-repair,Husband,Other,Male,0,1848,50,United-States
37,Federal-gov,103986,Masters,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,7688,0,39,United-States
36,State-gov,30509,Some-college,10,Divorced,Prof-specialty,Unmarried,White,Female,0,0,45,United-States
41,Private,187462,Assoc-voc,11,Never-married,Adm-clerical,Own-child,Black,Female,0,0,40,United-States
30,Private,308812,Some-college,10,Never-married,Sales,Not-in-family,White,Female,0,0,60,United-States
45,Private,210875,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States
42,Federal-gov,247019,HS-grad,9,Separated,Priv-house-serv,Wife,Black,Female,0,0,40,United-States
19,Private,305834,HS-grad,9,Never-married,Other-service,Not-in-family,White,Female,0,0,40,United-States
52,Private,172493,HS-grad,9,Never-married,Sales,Not-in-family,White,Female,0,0,36,United-States
29,Private,30070,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,Guatemala
34,Self-emp-inc,197252,Preschool,13,Divorced,Handlers-cleaners,Not-in-family,White,Male,0,0,45,Columbia
30,Local-gov,172830,Masters,14,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States
20,Private,285671,HS-grad,9,Never-married,Other-service,Other-relative,Black,Male,0,0,25,United-States
52,Private,235567,HS-grad,9,Divorced,Adm-clerical,Husband,White,Female,0,0,40,United-States
33,Private,56701,Doctorate,13,Married-civ-spouse,Craft-repair,Husband,White,Male,15024,0,75,United-States
38,Self-emp-not-inc,297449,Bachelors,13,Married-civ-spouse,Adm-clerical,Own-child,White,Male,7298,0,50,United-States
37,Local-gov,270181,Assoc-acdm,12,Married-spouse-absent,Other-service,Unmarried,Black,Female,0,0,50,United-States
24,Private,154571,Some-college,10,Never-married,Adm-clerical,Own-child,Asian-Pac-Islander,Male,0,0,20,United-States
34,Private,258170,Prof-school,9,Divorced,Exec-managerial,Unmarried,White,Female,0,0,38,United-States
25,Federal-gov,330850,HS-grad,9,Married-spouse-absent,Protective-serv,Husband,White,Male,0,0,70,Hong
36,Local-gov,382859,Assoc-acdm,12,Widowed,Exec-managerial,Wife,Black,Male,0,0,43,United-States
38,State-gov,162424,5th-6th,13,Widowed,Prof-specialty,Husband,White,Female,0,0,40,United-States
29,Private,56630,Assoc-voc,11,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States
72,Local-gov,103990,Masters,14,Married-AF-spouse,Other-service,Husband,White,Male,0,0,12,United-States
38,Private,423616,Assoc-voc,9,Married-spouse-absent,Sales,Wife,White,Female,0,0,24,United-States
75,Private,157778,Assoc-voc,11,Separated,Prof-specialty,Own-child,White,Female,15831,0,50,United-States
42,Private,70055,11th,7,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,45,United-States
21,Private,270043,Some-college,10,Never-married,Armed-Forces,Own-child,White,Female,0,0,25,United-States
27,Self-emp-inc,243871,Preschool,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,45,United-States
53,Private,30447,HS-grad,9,Divorced,Machine-op-inspct,Not-in-family,White,Male,0,0,50,United-States
19,State-gov,135162,Some-college,10,Never-married,Adm-clerical,Own-child,Other,Male,0,0,10,United-States
30,Private,214063,Some-college,10,Never-married,Farming-fishing,Other-relative,Black,Male,0,0,72,United-States
67,Self-emp-not-inc,141797,7th-8th,4,Married-spouse-absent,Exec-managerial,Husband,White,Male,0,0,40,United-States
25,Private,156334,10th,6,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States
49,State-gov,86701,Some-college,10,Married-civ-spouse,Craft-repair,Husband,Amer-Indian-Eskimo,Male,0,0,56,United-States
18,Private,70240,HS-grad,9,Never-married,Sales,Own-child,Asian-Pac-Islander,Female,0,0,40,United-States
