ID,LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,default.payment.next.month
27434,300000,B,B,C,45,K,K,J,J,J,A,3016,-2659,40996,41513,38303,36352,0,43655,1752,937,916,1122,A
25303,20000,B,<nil>,C,21,A,A,A,C,A,A,14326,15334,18206,17482,34862,14860,1252,3124,0,349,297,0,A
2536,20000,A,D,B,46,A,A,A,A,A,A,11325,12654,13659,13635,13922,14689,1519,1524,500,507,1000,500,A
11070,80000,B,B,C,24,A,A,A,F,A,A,81111,67891,56993,42663,43136,43676,3000,7139,6000,1694,2000,3000,A
27950,240000,B,<nil>,C,29,A,A,A,A,A,A,10747,30380,15579,20496,15296,24332,30439,10023,10000,5000,15000,15000,A
14681,50000,B,C,C,28,A,A,A,A,A,A,47813,33463,29628,31230,0,0,1900,2000,2000,0,0,0,A
187,360000,A,<nil>,C,32,F,G,A,A,A,A,2616,57077,5287,68445,13881,16240,57087,5295,68454,13889,16250,38313,A
11972,20000,B,C,B,34,A,A,A,C,A,A,20690,20075,19492,19859,19232,15608,0,1500,805,7000,542,242,B
5559,150000,A,C,B,38,I,B,K,B,I,I,0,0,0,0,0,150,0,0,0,0,150,810,B
29377,290000,B,B,C,28,I,G,J,B,J,J,346,0,2765,6116,10462,1052,0,2765,6200,10479,1052,1481,B
23570,500000,B,C,C,37,A,A,A,A,A,A,747,0,0,989,0,0,0,0,989,0,0,880,A
28864,200000,B,D,C,40,K,K,J,J,J,A,1489,9973,2457,0,948,0,9973,2457,0,948,0,1302,A
26329,170000,B,<nil>,C,34,A,A,A,A,A,A,85235,81462,59800,20650,127601,121774,5000,3400,3000,127601,4600,5100,A
6588,280000,B,B,C,38,K,K,K,K,I,A,286469,293875,296257,232,-94,143864,8024,8034,232,94,145935,5000,A
17619,80000,A,B,B,32,A,A,A,G,A,A,4927,4693,3342,4844,3728,2612,0,0,4844,0,0,0,B
25098,50000,A,D,C,55,A,A,J,J,J,A,30900,0,0,0,0,0,0,0,0,0,0,0,B
29927,50000,A,D,B,46,A,A,A,A,A,A,53418,52281,51173,50033,9779,9924,0,7,1104,445,400,204,A
3916,360000,A,C,B,32,K,K,K,K,I,I,101403,2389,11996,0,67372,66666,2389,11996,0,67372,66666,66666,A
447,160000,B,A,C,28,A,A,A,A,A,A,146433,107604,89902,90983,82255,83988,4500,4400,3000,2400,2500,2500,A
28222,500000,A,B,C,30,K,K,K,K,I,I,943,5664,-33,6454,842,8031,5692,0,6487,842,8111,7029,A
14032,20000,B,C,C,29,<nil>,A,A,A,A,A,10747,11558,9961,10310,10372,9838,1317,1150,499,361,573,193,A
17229,240000,B,C,C,30,A,A,A,A,A,A,89009,71169,67528,64238,65521,65829,3071,2390,2311,2330,2392,2504,A
21586,130000,B,D,C,24,A,A,A,K,A,A,14518,15000,0,1207,0,0,1150,0,1207,0,0,0,A
7125,140000,A,C,D,24,A,A,<nil>,F,A,J,137037,127771,124714,73593,73344,78629,5053,3615,2573,2858,8000,2000,B
20520,50000,B,B,C,26,A,A,A,A,A,A,43226,19278,18403,19369,20094,17934,1300,1300,1300,1000,1000,1000,A
2441,160000,B,B,C,40,A,A,A,A,A,A,67925,69771,73233,72328,74234,75500,3509,5824,0,2204,2000,0,A
3104,260000,A,C,C,29,A,J,A,A,J,J,15502,16832,16832,16332,16332,-334,18000,16666,16666,16666,0,17000,B
11089,150000,A,B,C,29,K,K,K,K,I,I,1739,1984,112,0,3865,5562,1984,112,0,3865,5575,10963,A
7693,230000,B,C,C,45,A,A,A,A,A,A,221691,226696,223872,98219,100276,102263,10000,3600,0,3628,3643,3929,A
21159,180000,B,C,C,39,A,A,A,A,A,A,119466,120491,124553,127096,128992,131660,4500,6000,6100,5500,4900,5500,A
23359,110000,B,C,C,40,A,<nil>,A,A,A,A,96950,93571,86595,81077,77747,78913,3255,3056,2802,2813,4000,3500,A
6095,80000,A,C,B,26,K,K,<nil>,K,I,I,666,666,1332,666,666,416,666,1332,0,666,416,416,B
9487,350000,A,B,C,32,K,K,K,K,I,I,15179,4981,19194,4389,1717,4066,4983,15084,2028,1725,4086,2476,A
18538,110000,B,C,C,23,A,A,A,A,A,A,19980,20683,21654,21998,23255,24527,2500,2000,1400,2000,1800,1100,A
21903,80000,B,B,C,27,K,J,J,J,J,A,494,329,4724,0,1054,0,329,4750,0,1054,0,4252,A
26886,260000,B,F,C,35,<nil>,A,A,A,A,A,138834,143518,146714,148787,152306,155690,7000,7000,6000,6001,6000,6000,A
13224,50000,B,C,C,51,A,A,A,A,A,A,49083,49462,50004,17751,17725,17688,2238,2170,617,631,635,614,A
21452,120000,A,B,C,30,K,K,K,K,I,I,140,3230,3011,1964,1883,1538,3230,3011,1964,1883,1538,1911,A
16914,50000,A,C,C,60,A,A,A,A,A,A,51078,50649,36384,32913,9397,9755,2013,2505,2100,500,500,500,A
688,170000,B,<nil>,C,27,A,A,A,A,A,A,162671,166202,161973,167201,161327,171863,7500,6000,10000,7000,16000,6200,A
5209,50000,B,<nil>,C,35,A,A,A,A,A,A,30716,29768,31155,30124,29984,29629,1600,4300,0,1100,1500,1500,A
17161,230000,B,C,C,27,A,A,A,A,A,A,73521,75691,77867,80957,83695,86184,4000,4000,5000,5000,4000,8000,A
8418,230000,B,C,C,39,A,A,A,A,A,A,35289,27678,13800,10238,6968,4704,1646,1017,214,406,412,1420,A
28937,220000,B,B,C,34,K,J,J,J,J,A,2774,5152,6615,15799,13526,8726,5162,6615,15799,1526,0,2287,A
22709,140000,A,C,A,36,K,K,K,I,I,I,165,341,165,1031,487,863,341,165,1031,0,863,487,B
10346,260000,A,C,B,35,K,K,K,K,I,I,228,340,352,364,376,388,500,400,400,400,400,284,A
4921,30000,B,<nil>,C,26,A,A,A,C,A,A,27376,27639,27788,25484,25707,25797,1500,3608,0,1000,1100,2200,A
28004,510000,B,B,C,30,<nil>,K,J,J,J,A,71121,481382,559712,163628,117475,116656,493358,1.227082e+06,164577,510,6239,4550,A
29241,110000,B,C,C,24,J,K,J,K,J,A,326,326,176,-150,150,952,326,176,0,952,952,0,B
25217,90000,B,<nil>,C,23,A,A,A,I,A,A,11333,11944,7832,7204,6724,7965,4234,6000,3000,3010,5000,3000,A
19521,30000,A,C,B,35,H,B,<nil>,B,<nil>,I,23785,20946,23785,24422,23688,19626,0,3500,1319,0,800,1610,B
19601,200000,B,B,C,32,J,J,J,J,J,A,0,0,2090,0,0,2820,0,2090,0,0,2820,10540,A
5463,260000,B,B,C,32,A,A,A,A,A,A,122423,123006,122956,123709,120603,122674,5940,6000,4500,4500,4546,4510,A
13758,140000,B,<nil>,B,29,K,K,A,C,A,A,3300,1300,3074,594,0,0,1300,3668,0,0,0,0,B
26560,50000,B,C,C,51,A,A,A,A,A,A,50566,50050,37005,20145,19620,18872,1738,1746,1289,1684,684,702,A
19568,240000,B,<nil>,C,30,A,A,A,A,A,A,35380,64013,51380,25438,19376,12889,64013,1651,1705,564,2093,144734,A
29314,20000,B,C,C,29,A,A,A,A,A,A,14576,16318,17388,17850,17737,27240,2000,1354,2113,1000,1000,1000,A
23907,20000,A,<nil>,C,21,A,A,A,D,A,A,18671,18497,19633,18347,9347,0,1614,1750,1000,1000,0,0,A
26775,30000,B,B,B,32,<nil>,F,A,C,B,A,32704,31895,31091,31002,29879,29382,0,0,2300,0,996,1000,A
19584,360000,B,C,C,36,A,A,A,A,A,A,16557,18369,20067,48307,12918,12375,3000,2000,29079,1066,1000,1000,A
26133,30000,A,<nil>,C,29,A,A,<nil>,A,A,A,26844,26414,27189,28235,28669,29355,300,1500,1800,1200,1300,1200,A
1290,210000,B,C,C,24,A,A,A,A,<nil>,A,108491,111046,110716,97168,94524,96777,5800,3700,3505,3400,3769,3229,A
12774,300000,B,C,D,34,A,A,A,C,A,A,271928,274915,279570,241030,228125,215438,10230,9483,8172,8081,7707,7981,B
27869,30000,A,<nil>,C,26,A,A,A,D,A,A,27818,27594,29717,28812,28762,10404,3000,2595,1200,1020,10404,51000,B
10693,180000,B,G,C,43,A,A,A,A,A,A,171992,175427,150965,71478,72955,74426,6099,4427,1949,2007,2030,2000,A
23742,200000,A,B,C,54,J,I,J,C,J,A,0,0,0,0,0,0,0,0,0,0,0,0,B
10336,50000,B,C,C,45,A,A,A,A,A,A,49073,12630,9215,9215,8011,5615,2022,2000,0,1000,1904,1664,A
29319,100000,B,F,C,28,A,A,A,A,A,A,188853,180765,64653,10388,3762,1434,5003,3018,1400,3786,1774,12714,A
25907,60000,B,B,C,29,A,A,A,A,A,A,39553,40855,40870,39703,38600,40230,1969,1668,1609,1506,2379,0,A
28566,250000,A,B,C,41,K,K,K,K,I,I,22423,16296,32631,43399,2323,46895,60,32812,43932,2323,47356,5480,A
23927,110000,B,C,C,26,A,A,A,B,A,A,83796,86713,93436,91075,88714,94316,5200,9000,0,0,7062,3424,A
11906,140000,A,B,C,30,K,K,K,K,I,I,4717,5329,5445,5328,6243,21030,5329,5445,5328,6243,21030,10266,A
29398,70000,A,C,C,28,K,I,A,A,A,A,4638,323,0,0,0,0,323,0,0,0,0,0,A
15831,120000,B,C,C,27,A,A,A,A,A,A,57449,38254,23017,14440,4770,1595,1743,1640,1010,95,1595,0,A
15736,50000,A,C,C,30,A,A,A,D,A,J,49310,48210,48673,33270,7689,15529,0,2310,1900,400,8000,1000,B
12159,130000,B,C,C,39,K,K,J,J,J,A,1240,0,1138,1138,2478,-3040,0,1138,0,2500,0,0,A
18264,90000,B,C,B,53,A,A,A,C,A,A,24782,26302,27465,27943,26152,25941,3000,3000,2000,1000,936,1010,B
18815,140000,B,<nil>,C,27,A,A,A,A,A,A,142027,143536,141849,131491,94362,85863,7000,5341,4000,3500,3000,13000,A
12454,60000,A,C,B,22,A,A,A,D,A,A,52126,52707,47939,29351,28128,27811,2030,0,1014,1001,1020,1142,B
6080,670000,B,<nil>,C,28,A,A,A,A,A,A,88612,91137,99314,95292,63782,41114,5000,10000,4500,6000,1300,3000,A
5458,100000,A,C,B,28,K,K,K,E,I,I,110946,106423,101256,48876,28468,3875,0,0,0,1603,3875,55,B
25302,80000,A,D,C,25,A,A,A,A,A,A,88786,86391,84871,81813,45094,38121,3200,4000,3000,1500,1500,1300,A
11350,500000,B,<nil>,C,33,A,A,A,A,A,A,48206,45445,43875,34003,33079,28257,2100,1800,1500,1500,2000,10200,A
12058,290000,B,<nil>,C,31,A,A,A,A,A,A,1170,0,83289,82889,82889,1964,0,83289,0,0,0,7951,A
18533,50000,B,B,C,27,C,C,K,K,I,A,1884,570,180,2672,3101,5465,570,0,2672,3101,5465,0,A
4132,230000,B,<nil>,C,29,A,A,A,A,A,A,123436,127873,129832,133273,139818,65649,7000,6000,6000,10000,30000,3044,A
16352,160000,B,F,B,38,A,A,A,A,A,A,141282,144433,152067,155527,157886,156241,5500,10000,6000,6100,6100,6000,A
17421,200000,B,C,C,46,A,A,<nil>,A,A,A,30783,33017,30413,32582,34727,36036,3058,0,3000,3000,2002,0,A
23972,50000,A,C,C,25,A,A,A,A,A,A,47034,48442,49173,49290,48910,48910,2500,2200,1700,1000,0,0,A
15409,50000,B,F,C,48,A,A,A,A,A,A,47937,33816,60320,36249,780,0,2000,2000,3293,0,0,0,A
24627,60000,B,C,C,40,A,A,A,C,A,A,58123,53604,54851,55742,27333,27615,2000,2500,2500,1000,1100,1100,B
4135,500000,B,<nil>,C,27,A,A,A,A,A,A,174725,178556,182274,185523,183530,187150,6630,6831,6500,6500,6500,5900,A
17034,10000,A,B,C,23,D,C,<nil>,I,F,F,2400,2400,2400,2400,2400,2400,0,0,0,0,0,0,B
9276,340000,B,B,C,27,K,J,J,J,J,A,24583,1954,11271,6559,1924,10057,1964,11337,6591,1933,10072,33,A
23096,250000,B,D,C,32,A,A,A,A,A,A,195044,198294,202571,226423,221296,234762,8000,7478,27349,0,17000,0,A
862,260000,B,B,C,41,J,J,J,J,J,A,1086,2853,38836,45087,47201,46199,3552,38836,20000,15000,15000,10000,A
13405,40000,A,C,A,22,A,A,A,B,A,A,34521,35662,36918,37478,20650,0,2000,2000,1071,1500,0,0,B
16576,20000,B,C,C,24,A,A,A,I,A,A,15221,17847,18483,19079,19060,19061,3287,1313,1299,670,686,694,A
22411,10000,B,C,C,37,K,K,J,J,J,A,6993,4165,5794,9576,7818,7580,6495,5794,9585,7580,152,390,A
1943,120000,B,C,C,45,A,A,A,A,A,A,20877,21909,22922,23376,23866,24339,1369,1382,836,866,870,902,A
10296,310000,B,C,C,24,A,A,A,A,A,A,165477,167227,103601,102895,101017,95530,6000,4500,4348,3407,4000,4000,A
4332,250000,B,B,C,37,K,K,K,K,I,A,-207,-207,-207,-207,11361,700,0,0,0,11568,700,0,A
28251,140000,B,B,C,34,J,J,J,J,J,A,0,0,0,0,0,0,0,0,0,0,0,0,A
14120,110000,B,D,C,49,A,<nil>,A,A,A,A,113928,112775,110399,48532,44703,47869,4915,4379,12466,5000,5307,5000,A
3971,250000,A,A,B,31,K,K,K,K,I,I,3759,17694,14505,4757,11357,6679,8873,14548,4771,11491,6896,890,A
25980,200000,B,B,C,38,A,A,A,A,A,A,0,0,69084,71857,72755,34125,0,69084,3450,2348,1486,30000,A
25863,70000,B,B,C,45,A,A,A,A,A,A,116630,-67526,71562,68709,28528,29171,0,140043,1830,1021,1103,1011,A
26812,100000,A,B,C,28,K,K,<nil>,K,I,I,942,390,390,390,0,780,390,390,390,0,780,0,A
12852,200000,B,C,C,40,A,A,A,A,A,A,16816,17852,18562,18965,24424,23883,1610,1310,713,5800,0,3000,A
13194,30000,B,C,B,42,A,A,<nil>,C,A,A,18583,20940,20306,20965,21625,22055,2975,0,1000,1000,790,816,B
2776,210000,B,D,C,40,A,<nil>,A,A,A,A,2309,4791,4909,6588,9074,8651,4791,1909,2588,3074,3651,6349,A
4146,50000,A,C,B,46,A,A,A,B,A,A,43244,42276,45235,45816,44970,47649,0,4000,1600,0,3400,0,B
27301,150000,B,G,C,48,A,A,A,A,A,A,118610,121098,123460,66902,68230,69661,4955,4947,3818,2442,2530,2538,A
19002,200000,B,B,C,27,K,K,J,J,J,A,-896,2500,653,653,653,0,7052,653,0,0,0,1300,A
2412,360000,A,B,B,35,K,K,J,K,J,A,2010,2936,640,0,0,4750,2936,640,0,0,4750,1470,A
17479,240000,A,<nil>,B,35,K,K,K,K,I,I,380,380,380,380,0,380,380,380,380,0,380,760,A
22450,120000,B,C,C,41,A,A,A,A,A,A,4591,0,28466,21455,15685,6737,0,28466,21455,0,0,200,A
15458,80000,A,B,B,31,J,J,J,K,J,J,0,0,0,0,0,0,0,0,0,0,0,0,A
1547,150000,B,B,C,32,K,K,K,K,I,A,46272,1079,0,41147,-3,-3,1082,0,41147,0,0,0,A
20974,50000,A,D,B,45,K,K,K,D,I,I,10522,261,1305,1134,1073,1312,261,2305,0,1200,1500,0,B
22419,350000,B,C,C,36,A,A,A,A,A,A,50889,45881,36578,37717,58311,58467,10000,9000,10000,30000,9000,1800,A
6954,70000,A,D,C,64,A,<nil>,A,A,A,A,62188,62848,56718,47191,45959,47635,3000,2200,1700,1700,2441,2000,A
3136,100000,A,C,C,26,A,A,A,J,<nil>,A,96353,99710,102093,97701,99322,98787,4900,5000,4000,3800,3710,4100,A
20241,90000,B,C,C,55,J,J,J,J,J,A,3388,0,0,0,0,7707,0,0,0,0,7707,0,A
13233,100000,B,C,B,32,J,J,J,B,J,A,0,0,0,0,0,0,0,0,0,0,0,0,B
15628,320000,B,B,C,33,J,K,J,J,J,A,2722,11040,9422,0,1200,1150,11040,9422,0,1200,1150,0,A
28823,590000,B,D,C,39,A,A,A,A,A,A,128659,128715,127961,128112,128798,128467,5025,5693,6007,5013,4701,4944,A
14716,100000,B,C,C,39,A,A,<nil>,A,A,A,100549,94471,57529,58070,58615,58760,3711,3155,1696,1889,1764,1714,A
22804,180000,B,B,B,35,A,A,A,A,A,A,68488,47603,48705,50140,60607,67976,3603,5705,3003,10607,7976,5412,A
3806,140000,B,C,C,27,A,A,A,A,A,A,139058,140243,132693,135638,132105,134851,4900,0,5200,5000,5100,4800,A
28028,240000,B,B,C,32,B,J,J,K,I,A,0,0,0,262,0,1389,0,0,262,0,1389,0,A
24406,20000,B,D,C,49,A,A,A,C,A,A,19481,18756,-3744,17105,17250,0,0,0,21200,345,0,0,B
23816,320000,B,B,C,54,K,K,J,J,J,A,54661,183429,303849,299996,307016,308110,183429,203849,22080,10000,10000,0,A
15161,80000,A,C,C,22,A,A,A,F,A,A,73954,77526,99205,74016,48043,48545,5400,3451,3577,2000,1800,1800,B
6775,200000,B,A,C,42,K,K,J,J,J,A,748,49007,11095,0,0,0,49007,11095,0,0,0,53025,A
19679,170000,B,C,C,37,A,A,A,A,A,A,170687,29570,31776,34228,36645,38885,3000,3000,3000,3000,3000,3000,A
14063,30000,A,C,D,26,A,F,H,B,I,B,12894,12404,12408,11912,13707,14328,0,500,0,2000,1000,1000,B
16849,20000,A,D,C,40,A,A,A,A,A,A,16884,17891,19078,19800,20000,0,1291,1478,1200,400,0,0,A
17642,140000,B,C,C,35,A,<nil>,A,A,A,A,127794,120770,116399,112055,107364,107762,4317,4189,5411,3800,4024,4100,A
10021,260000,A,B,B,43,K,<nil>,K,K,I,I,3209,0,2552,2236,2236,2450,0,2552,2236,0,2500,0,A
18644,200000,B,C,C,27,C,K,K,C,B,A,10603,0,2500,2500,2500,2500,0,2500,0,0,0,0,A
22015,90000,B,B,C,24,<nil>,I,A,K,I,A,3386,-63,0,1176,0,0,0,780,1176,0,0,0,A
3328,500000,A,B,B,31,A,A,A,J,A,A,17496,1001,15782,29251,20095,77684,2000,5000,37223,0,80583,10155,B
22616,250000,B,C,C,40,J,K,<nil>,J,J,A,1385,4843,2942,1054,1708,3014,4843,2942,1057,1708,3014,3037,A
7383,180000,A,B,B,47,K,K,K,K,I,I,807,4246,2727,5507,1382,538,4246,2727,5507,0,538,304,A
29835,30000,B,<nil>,C,34,A,A,A,A,A,A,24380,17858,19563,20929,21280,21724,2000,2000,2000,1000,787,1133,A
1263,50000,A,D,B,44,A,A,A,A,A,A,45335,46027,30286,26275,26823,27371,1524,1427,941,972,992,1000,A
23597,210000,A,B,B,44,K,K,K,K,I,I,360,360,1234,722,1326,360,360,1234,722,1326,0,2388,A
17360,200000,B,C,C,49,A,A,A,A,A,A,75853,78983,133236,6574,2924,-626,6065,70538,6634,10,0,0,A
25403,80000,A,<nil>,A,27,A,A,A,J,A,A,77039,78746,79757,40498,29212,29621,2984,2449,1612,798,1307,359,B
22251,60000,A,C,C,25,A,A,A,C,A,A,7885,9244,11082,12133,16891,17615,1500,2000,1242,5000,1000,700,B
13118,160000,B,<nil>,C,33,K,J,J,J,J,A,6113,980,11140,2659,14336,16533,980,11490,2673,14558,16615,1787,A
13456,140000,B,C,C,34,A,A,A,A,A,A,94153,100214,97720,98997,101439,103840,8500,0,3800,4200,4250,4100,A
6583,200000,B,C,B,29,C,I,C,B,B,<nil>,172325,174082,177684,180259,183704,186507,6000,8000,7000,6500,6000,5600,B
18772,20000,A,<nil>,C,26,K,H,G,H,B,A,767,376,987,1119,-222,-222,376,987,1200,0,0,0,B
21120,160000,A,B,B,40,A,K,<nil>,C,I,I,4024,6484,3503,-473,3757,3286,3000,0,0,4700,0,3000,B
5022,460000,B,B,C,38,<nil>,A,<nil>,A,A,A,296815,283744,273414,250033,238734,226905,10279,10084,9025,9036,8526,7272,A
23514,240000,B,B,C,30,A,A,A,A,A,A,236823,241067,240998,244836,233036,237938,10279,10500,10581,8000,8500,9400,A
12584,60000,A,C,B,40,K,K,K,K,I,I,25158,18473,7506,4790,6388,5816,5000,1508,4790,6388,6046,17806,A
27437,50000,B,C,C,44,A,A,A,A,A,A,10101,6295,7333,8349,8362,8727,1300,1300,1300,300,500,500,A
14996,20000,B,B,C,24,K,K,J,J,J,A,2500,3068,-380,-380,-380,-380,3068,0,0,0,0,0,A
11414,300000,B,A,C,37,A,A,A,A,A,A,52268,53440,54615,47146,47486,16937,3000,3011,582,602,627,587,A
20267,20000,A,D,B,58,K,K,K,K,I,J,8287,10978,11207,11227,12042,12850,3000,700,500,1000,1000,1000,B
22440,260000,B,C,C,38,A,A,A,A,A,A,81745,83371,85128,86910,88637,90682,2984,3100,3200,3172,3473,6994,A
9803,20000,B,C,C,22,A,A,A,F,A,A,15034,16285,20498,19509,20038,18982,1500,4500,0,1600,0,1000,A
25335,120000,B,D,B,28,A,A,A,A,A,A,57863,59456,57868,60790,50091,51113,5000,3588,10000,5000,5000,3000,A
20260,80000,B,D,C,57,A,A,<nil>,A,A,A,33600,0,0,9618,10455,11131,0,0,9618,1000,1000,1000,A
19174,150000,B,B,C,35,K,J,J,J,J,A,600,660,330,330,330,740,660,0,330,330,740,0,A
18242,190000,B,C,B,50,A,A,A,C,A,A,19871,19259,21734,21087,22732,22228,0,3100,0,2000,0,1900,B
19405,220000,B,C,C,37,A,A,A,A,A,A,158494,156004,149677,152724,142064,142649,7000,7000,7100,5000,5400,5600,A
4109,390000,B,<nil>,C,29,A,A,A,A,A,A,43062,47142,46088,47016,48332,62205,5100,0,2000,2071,15000,2300,A
5214,500000,B,B,C,30,J,K,J,J,J,A,344,5757,1820,2308,807,4966,5757,1820,2308,807,4966,3240,A
3256,10000,B,<nil>,C,22,A,A,A,J,A,A,5757,6706,7715,7873,8742,9551,1200,1128,286,1000,955,0,A
7324,320000,B,B,B,43,A,A,<nil>,A,A,A,110032,110045,112393,111541,114934,118228,4028,4000,5000,5000,5000,5000,A
2691,50000,A,A,B,47,A,A,A,A,A,A,22923,23264,23879,23960,24067,24253,1400,1400,850,871,974,962,A
14502,30000,B,B,C,27,A,A,A,A,A,A,3415,4330,0,0,0,0,1000,1000,0,0,0,0,A
23774,240000,B,D,C,53,J,J,J,J,J,A,0,0,2007,-40,-40,8091,0,2007,40,0,8131,0,A
4628,160000,B,C,C,40,A,A,A,A,A,A,0,0,0,0,0,0,0,0,0,0,0,200,A
25927,290000,B,B,C,40,A,A,A,A,A,A,192432,192512,193999,157500,147150,146936,8000,9008,6000,5000,5200,5100,A
1320,250000,B,B,C,43,K,K,J,J,J,A,17454,-50,45297,17371,11481,5922,24890,48394,0,5461,15000,6000,A
26097,210000,B,F,C,46,J,E,J,B,E,A,0,477,971,0,386,0,477,972,0,386,0,0,A
16591,70000,A,F,B,25,<nil>,A,A,I,A,A,12088,11601,12114,13597,15060,16653,0,1000,2000,2000,2000,2000,A
5163,240000,A,G,B,35,K,K,K,K,I,I,446,2852,-348,152,272,5291,2852,0,500,500,5291,1000,A
7227,130000,B,B,C,45,A,<nil>,A,A,A,A,58180,59134,61156,62377,63832,65099,2886,2908,2129,2354,2366,2291,A
24958,100000,A,B,C,31,K,K,K,K,I,I,3746,11973,13139,7170,386,1617,12077,13210,7192,386,1621,4366,A
12193,80000,B,C,C,37,A,A,A,A,A,A,55595,54142,55247,55738,59829,58715,0,2600,2006,5000,0,5000,A
17520,20000,B,B,C,33,A,A,A,A,A,A,11391,16180,16635,16082,15529,16525,5000,1000,0,0,1400,0,A
4530,50000,B,C,C,23,A,A,A,A,A,A,32822,20669,4510,2893,2000,2800,1150,1000,300,400,800,0,A
11668,30000,B,<nil>,C,26,A,A,A,E,A,A,29072,29276,30204,28501,29687,29497,1600,1500,1000,4000,1900,0,A
19890,310000,B,<nil>,C,35,A,A,A,A,A,A,83719,81138,87523,77902,82165,97298,5000,18088,5500,6300,17300,25500,A
21134,220000,A,D,B,48,A,<nil>,A,A,A,A,0,0,2128,4071,5640,7078,0,2128,2000,2000,2000,1500,B
12381,210000,B,B,C,27,A,A,A,A,A,A,99050,17924,19123,20650,0,1136,1301,1500,2000,0,1136,67412,A
23471,100000,A,<nil>,C,31,K,K,K,K,I,I,9311,5107,1647,3348,1458,1458,0,1647,3348,1458,1458,1677,A
9942,30000,B,C,C,22,<nil>,A,A,A,A,A,30397,31148,28755,30720,28298,9064,3500,0,3500,694,343,266,A
24447,360000,B,B,C,39,K,<nil>,J,J,J,A,30956,30814,42791,31830,30693,596,30818,42887,31839,30693,3,30899,A
18063,50000,B,G,D,31,C,E,C,I,B,B,15208,14667,21204,21363,20722,22384,0,6828,800,0,2000,0,B
6337,430000,B,B,C,29,A,A,A,A,A,A,34785,0,18518,16574,12215,6660,0,18518,5,244,1038,41500,A
25665,170000,B,C,C,25,A,A,A,D,A,A,57198,59379,28679,29215,19415,19531,3200,2000,3000,10000,2000,0,A
6983,20000,B,C,C,24,A,A,A,A,A,A,7795,4110,10269,5880,3330,4339,4112,10269,118,67,2000,2128,A
10067,30000,A,C,C,34,A,A,A,A,A,A,30082,29315,30369,29787,30284,29057,0,1750,1025,1100,1500,1000,A
918,120000,B,C,C,32,B,J,J,D,J,A,0,0,0,0,0,0,0,0,0,0,0,0,B
18890,310000,B,C,C,30,A,A,A,A,A,A,296942,302778,299162,305251,262368,254340,12401,13000,13208,10000,9506,10002,A
13289,180000,B,D,C,55,A,A,A,A,A,A,6770,103101,104834,44452,41810,42641,164163,3877,1535,1517,1526,1580,A
19289,100000,B,C,C,36,A,A,A,A,A,A,97026,96109,97647,91998,69915,72044,5000,5000,3500,3000,3000,5049,A
571,200000,A,B,D,29,K,K,K,K,I,I,55788,8360,4897,5065,19468,0,8394,4927,5089,19561,0,125,A
17833,30000,B,C,C,24,<nil>,A,A,G,A,A,31529,30752,29991,29192,28210,28543,0,0,0,1100,1300,2000,A
3415,340000,B,C,A,43,J,J,J,J,J,A,33245,249,27476,0,0,24272,249,27477,0,0,24272,11008,A
26957,360000,B,C,C,44,A,A,A,A,A,A,189003,154847,122037,119366,86285,83589,6050,5033,5055,3021,2363,3000,A
14807,340000,B,B,C,62,A,A,A,A,A,A,509365,522309,534137,466565,466774,471573,20309,20137,16565,16774,21573,21000,A
7032,200000,A,C,B,40,K,K,K,K,I,I,16204,7870,18041,4288,2270,467,7870,18090,4288,2270,467,18,A
6838,20000,B,<nil>,B,25,A,A,A,K,A,A,17147,19557,18935,19005,17862,20393,3000,0,653,900,3000,27,B
13879,250000,A,C,C,38,A,A,J,D,J,A,0,0,0,0,0,0,0,0,0,0,0,0,B
19611,240000,B,C,C,47,A,A,A,A,A,A,121386,123877,127344,125050,126479,130266,6000,7000,6500,5000,6000,6000,A
19346,260000,B,B,C,35,J,K,J,J,J,A,3439,10034,256,274,388,766,10127,258,274,388,766,1185,A
20768,400000,A,C,B,42,A,A,A,H,A,A,2984,3353,8372,7743,4984,3027,3369,8379,1074,124,3042,2891,B
14027,280000,A,C,B,38,K,K,K,K,I,I,94451,96041,98301,74624,75173,77419,4000,4033,3000,3300,3500,6259,A
14233,80000,A,B,B,32,K,K,K,K,I,I,14939,14457,2312,1156,1156,1469,1000,2000,0,1156,1469,0,A
24230,200000,B,<nil>,C,32,A,<nil>,A,E,A,J,88808,86484,92504,90120,93629,96980,0,7421,0,5000,5000,5000,B
19924,50000,B,C,C,31,A,A,A,A,A,A,22716,19198,19462,14841,11088,10301,2000,1510,4000,1000,600,500,A
2218,110000,B,C,D,24,A,A,A,E,A,A,44737,39590,39457,39075,39307,39564,2103,2005,2006,3006,3010,2013,B
28420,80000,A,B,C,29,A,A,A,J,A,A,14227,15185,16236,16960,17777,18042,1500,1600,1300,1100,700,700,B
28484,390000,B,C,C,41,A,A,A,A,A,A,10496,-23,-349,-675,-1001,-1327,0,0,0,0,0,2000,A
2828,150000,A,D,C,57,K,K,J,K,J,A,5483,9136,17348,6456,12256,8156,9136,17348,6456,12256,8156,5256,A
