Status of existing checking account,Duration,Credit history,Purpose,Credit amount,Savings account/bonds,Present employment since,Installment rate,personal status,Other debtors,Present residence since,Property,Age,Other installment plans,Housing,Number of existing credits,Job,Number of people,Telephone,foreign worker
A14,18.0,A34,A43,1800.0,A61,A73,4.0,A91,A101,2.0,A122,24.0,A143,A152,2.0,A172,1.0,A191,A201
A14,6.0,A34,A43,1898.0,A65,A73,1.0,A93,A101,2.0,A121,34.0,A143,A152,2.0,A172,2.0,A191,A201
A12,18.0,A33,A41,1113.0,A61,A71,4.0,A93,A103,4.0,A121,26.0,A143,A152,1.0,A173,2.0,A191,A201
A12,45.0,A33,A43,4746.0,A62,A73,4.0,A93,A101,2.0,A122,25.0,A143,A152,2.0,A171,1.0,A192,A201
A12,12.0,A33,missing,1534.0,A62,missing,1.0,missing,missing,1.0,A124,23.0,A143,A151,1.0,A173,1.0,missing,missing
A11,15.0,A34,A40,950.0,A64,A75,4.0,A92,A101,3.0,A122,33.0,A141,A151,2.0,A172,2.0,A191,A202
A14,24.0,A34,missing,2346.0,A61,missing,4.0,A92,A101,3.0,missing,35.0,A143,A151,2.0,A173,1.0,missing,missing
A11,27.0,A34,A43,2442.0,A61,missing,4.0,missing,A101,4.0,missing,43.0,A142,A152,4.0,A174,2.0,missing,A201
A14,15.0,A34,A43,3343.0,A61,A73,4.0,A93,A101,2.0,A124,28.0,A143,A153,1.0,A173,1.0,A192,A201
A14,24.0,A34,missing,1249.0,missing,missing,4.0,missing,A101,2.0,A122,28.0,A143,A152,1.0,A173,1.0,missing,A201
A11,15.0,A32,A41,1845.0,A61,A71,4.0,A92,A103,1.0,A122,46.0,A143,A151,1.0,A173,1.0,A191,A201
A14,24.0,A32,A41,2603.0,A64,A73,2.0,A92,A101,4.0,A123,28.0,A143,A151,1.0,A173,1.0,A192,A201
missing,54.0,missing,missing,15945.0,missing,missing,3.0,missing,A101,4.0,A124,58.0,A143,A151,1.0,missing,1.0,A192,A201
A12,36.0,A33,A43,12389.0,A61,A73,1.0,A93,A101,4.0,A121,37.0,A143,A153,1.0,A173,1.0,A192,A201
A14,24.0,A33,A49,915.0,A65,A73,4.0,A93,A101,2.0,A123,29.0,A142,A152,1.0,A174,1.0,A191,A201
A12,21.0,A32,A43,3160.0,A61,missing,4.0,A91,A101,3.0,missing,41.0,A143,A152,1.0,A173,1.0,missing,missing
A12,9.0,missing,A43,1082.0,A64,missing,4.0,A92,A101,4.0,missing,27.0,missing,A152,2.0,A172,1.0,missing,A201
A11,15.0,A34,A41,975.0,A61,A73,2.0,A91,A101,3.0,A122,25.0,A143,A152,2.0,A173,1.0,A191,A201
A11,36.0,A34,A43,3620.0,A62,A73,1.0,A92,A103,2.0,A122,37.0,A143,A152,1.0,A173,2.0,A191,A201
A13,12.0,A34,A41,1995.0,A62,missing,4.0,missing,missing,1.0,missing,27.0,A143,A152,1.0,A173,1.0,missing,A201
A12,36.0,missing,A41,6614.0,A62,missing,4.0,missing,A101,4.0,missing,34.0,A143,A152,2.0,A174,1.0,missing,A201
A14,12.0,A33,missing,1935.0,A61,missing,4.0,A92,A101,4.0,A121,43.0,A143,A152,3.0,A173,1.0,missing,A201
A11,36.0,A32,A43,3249.0,A64,A73,2.0,A93,A101,4.0,A124,39.0,A141,A153,1.0,A174,2.0,A192,A201
A14,24.0,A32,missing,3062.0,missing,missing,4.0,A93,A101,3.0,A124,32.0,A143,A151,1.0,A173,1.0,missing,A201
A11,36.0,A32,A43,2348.0,A61,A73,3.0,A92,A101,2.0,A122,46.0,A143,A152,2.0,A173,1.0,A192,A201
A11,30.0,missing,missing,3108.0,A64,A73,2.0,missing,missing,4.0,A124,31.0,A141,A153,1.0,A172,1.0,missing,missing
A11,9.0,A32,A43,1364.0,A61,A73,3.0,A93,A101,4.0,A121,59.0,A143,A152,1.0,A173,1.0,A192,A201
A13,36.0,A32,A43,3913.0,A61,A73,2.0,A93,A101,2.0,A121,23.0,A143,A151,1.0,A174,1.0,A192,A201
A11,24.0,A33,A40,4870.0,A64,A75,3.0,A91,A101,4.0,A122,53.0,A143,A152,2.0,A172,2.0,A191,A201
A12,12.0,A33,A41,3617.0,A61,A73,1.0,A93,A101,4.0,A121,28.0,A143,A151,3.0,A173,1.0,A192,A201
A14,15.0,A32,missing,4623.0,A62,A73,3.0,A93,A101,2.0,A122,40.0,A143,A152,1.0,A174,1.0,missing,A201
A11,12.0,A33,A40,1344.0,A64,A73,4.0,A91,A101,2.0,A121,43.0,A143,A152,2.0,A172,2.0,A191,A201
A11,21.0,missing,missing,3357.0,A64,missing,4.0,A92,A101,2.0,missing,29.0,A143,A152,1.0,A173,1.0,missing,A201
A14,6.0,A32,missing,6761.0,A62,missing,1.0,A93,A101,3.0,A124,45.0,missing,A152,2.0,A174,2.0,missing,A201
A11,24.0,missing,missing,2022.0,missing,A73,4.0,A93,A101,4.0,missing,37.0,A143,A153,1.0,A173,1.0,missing,A201
A14,6.0,missing,missing,250.0,A61,missing,2.0,A92,missing,2.0,A121,41.0,A141,A152,2.0,A174,1.0,missing,A201
A14,24.0,missing,missing,5103.0,A61,missing,3.0,missing,A101,3.0,A124,47.0,A143,A153,3.0,A173,1.0,missing,A201
A12,36.0,A34,A43,2337.0,A61,A75,4.0,A93,A101,4.0,A121,36.0,A143,A152,1.0,A173,1.0,A191,A201
A12,12.0,missing,missing,7472.0,missing,missing,1.0,A92,A101,2.0,A121,24.0,A143,A151,1.0,A171,1.0,missing,A201
A11,18.0,A32,A43,1882.0,A61,A73,4.0,A92,A101,4.0,A123,25.0,A141,A151,2.0,A173,1.0,A191,A201
A11,15.0,A33,A49,806.0,A61,A74,4.0,A92,A101,4.0,A122,22.0,A143,A152,1.0,A171,1.0,A191,A201
A14,24.0,A34,A41,2197.0,A65,A74,4.0,A91,A101,4.0,A123,43.0,A143,A153,2.0,A173,2.0,A191,A201
A13,9.0,A32,A40,1126.0,A64,A75,2.0,A91,A101,4.0,A121,49.0,A143,A153,1.0,A173,1.0,A191,A201
A11,6.0,A34,A41,1352.0,A62,A71,1.0,A93,A101,2.0,A124,23.0,A143,A152,1.0,A171,1.0,A191,A201
A12,18.0,A32,missing,5866.0,A62,A73,2.0,A93,A101,2.0,missing,30.0,A143,A152,2.0,A173,1.0,missing,A201
missing,18.0,A32,missing,3872.0,A61,missing,2.0,A92,A101,4.0,A123,67.0,missing,A152,1.0,missing,1.0,missing,A201
A14,24.0,A34,A43,2611.0,A61,A75,4.0,A91,A103,3.0,A121,46.0,A143,A152,2.0,A173,1.0,A191,A201
A14,9.0,A34,missing,936.0,missing,missing,4.0,A93,A101,2.0,missing,52.0,A143,A152,2.0,A173,1.0,missing,A201
A14,60.0,A32,A43,10144.0,A64,A73,2.0,A93,A101,4.0,A122,21.0,A143,A152,1.0,A171,1.0,A192,A201
A13,12.0,A33,A40,409.0,A64,A75,3.0,A92,A101,3.0,A121,42.0,A143,A151,2.0,A173,1.0,A191,A201
A14,24.0,A32,A41,7814.0,A61,A73,3.0,A93,A101,3.0,A121,38.0,A143,A152,1.0,A171,1.0,A192,A201
A14,36.0,A33,A43,4210.0,A64,A73,4.0,A91,A101,2.0,A121,26.0,A143,A152,1.0,A173,1.0,A192,A201
A14,6.0,A32,A40,3518.0,A64,A73,2.0,A91,A103,3.0,A122,26.0,A143,A151,1.0,A173,1.0,A191,A201
A14,21.0,A34,A41,3275.0,A61,missing,1.0,A93,A101,4.0,missing,36.0,A143,A152,1.0,A174,1.0,missing,A201
A12,36.0,A33,A40,14318.0,A62,A75,4.0,A92,A101,2.0,A122,57.0,A141,A151,1.0,A172,1.0,A191,A201
A13,12.0,A32,A43,1092.0,A61,A73,4.0,A92,A101,4.0,A121,49.0,A143,A152,2.0,A174,1.0,A192,A201
A14,21.0,A33,A49,2782.0,A65,A74,1.0,A93,A101,2.0,A123,31.0,A143,A152,1.0,A174,1.0,A191,A201
A13,21.0,A33,A49,2580.0,A61,A74,4.0,A92,A101,2.0,A123,41.0,A141,A152,1.0,A172,2.0,A191,A202
A12,12.0,A32,A41,983.0,A64,A73,1.0,A92,A101,4.0,A121,19.0,A143,A151,1.0,A174,1.0,A191,A201
A12,21.0,A32,A40,1572.0,A64,A75,4.0,A92,A101,4.0,A124,36.0,A142,A151,1.0,A172,1.0,A191,A201
A12,18.0,A32,A43,1301.0,A61,A75,4.0,A93,A103,2.0,A121,32.0,A143,A152,1.0,A172,1.0,A192,A201
A12,15.0,A32,A43,2728.0,A61,A74,4.0,A92,A103,2.0,A121,35.0,A141,A151,3.0,A173,1.0,A191,A201
A13,36.0,A33,missing,1953.0,A64,missing,4.0,A91,A101,4.0,missing,61.0,A142,A153,1.0,A171,1.0,missing,missing
A12,6.0,A34,missing,448.0,missing,missing,4.0,A91,A101,4.0,A122,23.0,A142,A152,1.0,A173,1.0,missing,missing
A14,12.0,A32,A40,1386.0,A64,A73,2.0,A92,A101,2.0,A122,26.0,A143,A152,1.0,A173,1.0,A191,A201
A12,12.0,A34,A41,1860.0,A61,missing,4.0,A93,A101,2.0,missing,34.0,A143,A152,2.0,A174,1.0,missing,A201
A12,6.0,A32,A43,753.0,A62,A71,2.0,A92,A103,3.0,A121,64.0,A143,A152,1.0,A173,1.0,A191,A201
A14,24.0,A34,A41,5507.0,A61,A73,3.0,A93,A101,4.0,A124,44.0,A143,A153,2.0,A173,1.0,A191,A201
A11,24.0,A34,missing,2957.0,A62,missing,4.0,A93,A101,4.0,A124,63.0,A142,A152,2.0,A173,1.0,missing,A201
A14,15.0,A33,A41,3556.0,A62,A73,3.0,A93,A101,2.0,A122,29.0,A142,A152,1.0,A173,1.0,A191,A201
A14,24.0,A32,A43,3181.0,A62,missing,4.0,A92,A101,4.0,A122,26.0,A143,A152,1.0,A173,1.0,missing,A201
A11,36.0,A34,A41,9629.0,A62,A73,4.0,A92,A101,4.0,A122,24.0,A142,A152,2.0,A173,1.0,A191,A201
A14,15.0,A34,A41,1403.0,A61,A73,2.0,A92,A101,4.0,A122,28.0,A142,A151,1.0,A172,1.0,A191,A201
A11,9.0,A34,A40,1288.0,A62,A75,3.0,A93,A103,4.0,A121,48.0,A143,A152,2.0,A173,2.0,A191,A202
A14,30.0,A33,A43,2333.0,A64,A75,4.0,A91,A101,2.0,A124,30.0,A141,A153,1.0,A173,1.0,A191,A201
A14,6.0,A34,A43,1237.0,A62,A73,1.0,A92,A101,1.0,A122,27.0,A143,A152,2.0,A173,1.0,A191,A201
A14,6.0,A33,A43,362.0,A62,A74,4.0,A92,A101,4.0,A123,52.0,A143,A152,2.0,A172,1.0,A191,A201
A12,16.0,missing,A40,1175.0,A61,A71,2.0,A93,A101,3.0,missing,68.0,missing,A153,3.0,A171,1.0,A192,A201
A14,21.0,A34,A40,12680.0,A64,A75,4.0,A93,A101,4.0,A124,30.0,A143,A153,1.0,A174,1.0,A191,A201
A11,18.0,A33,A49,3104.0,A61,A74,3.0,A93,A101,1.0,A122,31.0,A141,A152,1.0,A173,1.0,A191,A201
A14,24.0,missing,A41,6313.0,missing,missing,3.0,A92,A101,4.0,missing,41.0,A143,A152,1.0,A174,2.0,missing,missing
A14,12.0,A32,A43,1262.0,A61,A73,3.0,A91,A101,2.0,A123,25.0,A143,A152,1.0,A173,1.0,A191,A201
A11,9.0,A32,A43,1422.0,A61,A73,3.0,A91,A101,2.0,A124,27.0,A143,A153,1.0,A174,1.0,A192,A201
A11,15.0,A32,A49,1275.0,A65,A73,4.0,A92,A101,2.0,A123,24.0,A143,A151,1.0,A173,1.0,A191,A201
A14,21.0,A32,A41,5248.0,A65,A73,1.0,A93,A101,3.0,A123,26.0,A143,A152,1.0,A173,1.0,A191,A201
A12,20.0,A32,A41,6148.0,A61,missing,3.0,missing,A101,4.0,missing,31.0,A141,A153,2.0,A173,1.0,missing,A201
A13,27.0,A32,A43,2570.0,A61,A73,3.0,A91,A101,3.0,A121,21.0,A142,A151,1.0,A172,1.0,A192,A201
A12,48.0,A32,A41,9960.0,A62,A73,1.0,A93,A101,2.0,A121,26.0,A142,A152,1.0,A173,1.0,A192,A201
A11,48.0,A34,A41,6331.0,A61,A75,4.0,A93,A101,4.0,A124,46.0,A143,A153,2.0,A173,1.0,A191,A201
A13,12.0,A33,A49,2251.0,A62,A74,1.0,A91,A101,2.0,A123,46.0,A143,A152,1.0,A174,1.0,A191,A201
A11,15.0,A32,missing,1316.0,A64,missing,2.0,missing,A101,2.0,A122,47.0,A143,A152,2.0,A172,1.0,missing,A201
A11,15.0,A34,missing,1721.0,missing,missing,2.0,A93,missing,3.0,A121,36.0,A143,A151,1.0,A171,1.0,missing,A201
A14,24.0,A32,A41,2679.0,A61,A73,4.0,A91,A101,1.0,A122,29.0,A143,A151,1.0,A174,1.0,A192,A201
A11,30.0,A32,A41,3857.0,A61,A73,4.0,A92,A101,4.0,A122,40.0,A141,A153,1.0,A174,1.0,A192,A201
A14,36.0,A33,A40,7432.0,A64,A73,2.0,A91,A101,2.0,A122,54.0,A143,A151,1.0,A173,1.0,A191,A201
A13,24.0,A33,A43,2439.0,A62,A73,4.0,A91,A101,4.0,A121,35.0,A142,A151,1.0,A173,1.0,A192,A201
A11,24.0,A33,A43,999.0,A62,A75,4.0,A93,A101,2.0,A124,25.0,A143,A152,2.0,A173,1.0,A191,A201
A11,12.0,A32,A40,1168.0,A61,A73,4.0,A91,A101,3.0,A121,27.0,A143,A152,1.0,A172,1.0,A191,A201
A14,18.0,A34,A40,1055.0,A61,A75,4.0,A92,A101,1.0,A122,30.0,A143,A151,2.0,A173,1.0,A191,A202
A12,12.0,A32,A43,1331.0,A61,A74,2.0,A93,A101,1.0,A123,22.0,A142,A152,1.0,A173,1.0,A191,A201
A13,24.0,A34,A49,1275.0,A64,A73,2.0,A91,A101,4.0,A121,36.0,A143,A152,2.0,A173,1.0,A191,A201
A12,18.0,A34,A49,1887.0,A64,A73,4.0,A91,A101,4.0,A121,28.0,A141,A152,2.0,A173,1.0,A191,A202
A13,24.0,A32,A43,1377.0,A62,A73,4.0,A92,A101,2.0,A121,47.0,A143,A153,1.0,A173,1.0,A192,A201
A14,39.0,A32,A41,2569.0,A62,A71,4.0,A93,A101,4.0,A121,24.0,A143,A152,1.0,A173,1.0,A191,A201
A13,12.0,A32,A43,3016.0,A61,A73,3.0,A91,A101,1.0,A121,24.0,A143,A152,1.0,A173,1.0,A192,A201
A13,36.0,A33,A43,8065.0,A62,A73,3.0,A91,A101,2.0,A121,25.0,A142,A152,2.0,A174,1.0,A192,A201
A12,24.0,A32,missing,11938.0,missing,missing,2.0,A93,missing,3.0,missing,39.0,A141,A152,2.0,A174,2.0,missing,A201
A12,24.0,A33,A43,1553.0,A62,A74,3.0,A92,A101,2.0,A122,23.0,A143,A151,2.0,A173,1.0,A191,A201
A14,9.0,A34,A49,1449.0,A64,A74,3.0,A92,A101,2.0,A121,27.0,A143,A152,2.0,A173,1.0,A191,A201
A13,48.0,A32,A43,5951.0,A62,A73,2.0,A93,A101,2.0,A121,22.0,A141,A153,1.0,A171,1.0,A192,A201
A12,6.0,A32,A43,2063.0,A64,A73,4.0,A91,A101,3.0,A121,30.0,A143,A151,1.0,A174,1.0,A192,A201
A13,21.0,A32,A43,2923.0,A61,A73,1.0,A92,A101,1.0,A124,28.0,A141,A152,1.0,A174,1.0,A192,A201
A11,24.0,A33,A43,1546.0,A61,A74,4.0,A93,A103,4.0,A123,24.0,A141,A151,1.0,A172,1.0,A191,A201
A13,24.0,A32,A43,5943.0,A61,A73,1.0,A91,A101,1.0,A121,44.0,A143,A152,2.0,A172,1.0,A192,A201
A11,30.0,A32,A41,10623.0,A61,A73,3.0,A93,A101,4.0,A122,38.0,A142,A152,3.0,A174,2.0,A192,A201
A13,12.0,A32,A43,1474.0,A61,A73,4.0,A92,A101,1.0,A122,33.0,A141,A152,1.0,A174,1.0,A192,A201
A11,24.0,A33,A40,1371.0,A64,A75,4.0,A93,A101,4.0,A121,25.0,A143,A152,1.0,A173,1.0,A191,A201
A14,24.0,A32,A43,1413.0,missing,missing,4.0,missing,A101,2.0,A122,28.0,A143,A152,1.0,A173,1.0,missing,A201
A14,18.0,A34,A43,1149.0,A64,A73,4.0,A91,A101,3.0,A121,46.0,A143,A152,2.0,A173,1.0,A191,A201
A11,24.0,A32,missing,4817.0,A61,missing,2.0,A93,missing,3.0,A122,31.0,A143,A152,1.0,A173,1.0,missing,A201
A13,18.0,A34,missing,3850.0,missing,missing,3.0,A91,A101,1.0,A122,27.0,A143,A152,2.0,A172,1.0,missing,missing
A11,12.0,A33,A41,1409.0,A62,A71,4.0,A93,A101,3.0,A121,54.0,A143,A152,1.0,A173,1.0,A191,A201
A12,10.0,missing,missing,1521.0,A64,A73,4.0,A91,missing,2.0,missing,31.0,A143,A152,1.0,A172,1.0,missing,A201
A14,12.0,A34,A41,1592.0,A64,A71,3.0,A92,A101,2.0,A122,35.0,A143,A152,1.0,A173,1.0,A191,A202
A12,24.0,A34,A43,4712.0,A62,A73,4.0,A93,A101,2.0,A122,37.0,A141,A152,2.0,A174,1.0,A192,A201
A14,15.0,A34,A43,1459.0,A61,A73,4.0,A92,A101,2.0,A123,43.0,A143,A152,1.0,A172,1.0,A191,A201
A14,36.0,A34,A49,3535.0,A61,A74,4.0,A93,A101,4.0,A123,37.0,A143,A152,2.0,A173,1.0,A191,A201
A14,6.0,A32,A43,1595.0,A61,A74,3.0,A93,A101,2.0,A122,51.0,A143,A152,1.0,A173,2.0,A191,A201
A12,24.0,A33,missing,1199.0,missing,missing,4.0,missing,A101,4.0,missing,60.0,A143,A152,2.0,A172,1.0,missing,missing
A11,36.0,A32,A40,2746.0,A64,A75,4.0,A91,A101,4.0,A124,31.0,A143,A153,1.0,A173,1.0,A191,A201
A12,7.0,A34,A41,2329.0,A61,A71,1.0,A93,A103,1.0,A121,45.0,A143,A152,1.0,A173,1.0,A191,A201
A12,18.0,A34,missing,7374.0,A61,missing,4.0,A93,A101,4.0,A122,40.0,A142,A152,2.0,A174,1.0,missing,A201
A12,48.0,A34,A41,3060.0,A64,A73,4.0,A93,A101,4.0,A121,28.0,A143,A152,2.0,A171,1.0,A192,A201
A14,18.0,A34,A43,1131.0,A61,A71,4.0,A92,A103,2.0,A121,33.0,A143,A152,1.0,A173,1.0,A191,A201
A11,36.0,A32,missing,5179.0,A62,missing,4.0,missing,A101,2.0,A121,29.0,A141,A152,1.0,A174,1.0,missing,missing
A11,18.0,A33,A43,1936.0,A65,A74,2.0,A91,A101,4.0,A123,23.0,A143,A151,2.0,A172,1.0,A191,A202
A11,30.0,A34,A41,4583.0,A61,A73,2.0,A91,A103,2.0,A121,32.0,A143,A152,2.0,A173,1.0,A191,A201
A13,36.0,A34,A49,15857.0,A61,A74,2.0,A91,A103,3.0,A123,43.0,A143,A152,1.0,A174,1.0,A191,A201
A14,12.0,A34,missing,1163.0,missing,A73,4.0,A93,A101,4.0,A121,44.0,A143,A152,1.0,A173,1.0,missing,A201
A12,30.0,A34,A49,8386.0,A61,A74,2.0,A93,A101,2.0,A122,49.0,A143,A152,1.0,A173,1.0,A191,A201
A13,24.0,A34,A40,1207.0,A62,A75,4.0,A91,A101,4.0,A122,24.0,A143,A151,1.0,A174,1.0,A191,A201
A11,18.0,A32,A41,1216.0,A64,A73,4.0,A91,A101,3.0,A121,23.0,A141,A151,1.0,A173,1.0,A192,A201
A14,12.0,A34,A49,1185.0,A61,A73,3.0,A92,A101,2.0,A121,27.0,A143,A152,2.0,A173,1.0,A191,A201
A11,12.0,A32,A49,1372.0,A64,A74,2.0,A92,A101,3.0,A123,36.0,A142,A152,1.0,A173,1.0,A191,A201
A12,11.0,A34,A41,1322.0,A62,A71,4.0,A92,A101,4.0,A122,40.0,A143,A152,2.0,A171,1.0,A191,A201
A13,6.0,A33,A43,683.0,A61,A73,2.0,A91,A101,1.0,A122,29.0,A143,A152,1.0,A173,1.0,A191,A201
A13,10.0,A34,A43,1347.0,A61,A73,4.0,A92,A101,2.0,A122,27.0,A143,A152,2.0,A173,1.0,A192,A201
A12,18.0,missing,missing,3244.0,A61,missing,1.0,missing,missing,4.0,A121,33.0,A141,A152,2.0,A173,1.0,missing,A201
A12,12.0,missing,missing,1410.0,A61,A73,2.0,A93,A101,2.0,A121,31.0,A143,A152,1.0,A172,1.0,missing,A201
A13,15.0,A33,missing,1905.0,missing,A73,4.0,A92,A101,4.0,missing,40.0,A142,A151,1.0,A174,1.0,missing,A201
A11,18.0,missing,missing,3114.0,A61,missing,1.0,A93,A101,4.0,A122,26.0,A143,A151,1.0,A172,1.0,missing,missing
A14,12.0,A32,A43,2279.0,A65,A73,4.0,A93,A101,4.0,A124,37.0,A143,A153,1.0,A173,1.0,A191,A201
A14,12.0,A32,A43,759.0,A61,A73,4.0,A91,A101,2.0,A121,26.0,A143,A151,1.0,A173,1.0,A192,A201
A13,18.0,A34,A40,1961.0,A61,A75,3.0,A91,A101,2.0,A124,23.0,A143,A152,1.0,A174,1.0,A191,A201
A12,18.0,missing,missing,1245.0,A62,A73,4.0,A92,A101,2.0,missing,33.0,A143,A152,1.0,A173,1.0,missing,missing
A11,24.0,A32,A41,2964.0,missing,missing,4.0,A93,A101,4.0,A124,49.0,A141,A153,1.0,A173,2.0,missing,A201
A14,10.0,missing,missing,894.0,A62,missing,4.0,missing,A101,3.0,A122,40.0,A143,A152,1.0,A173,1.0,missing,A201
A14,12.0,missing,missing,1274.0,A62,missing,3.0,A91,missing,1.0,A122,37.0,A143,A153,1.0,A174,1.0,missing,missing
A11,30.0,missing,missing,2150.0,A61,missing,4.0,missing,A101,2.0,A124,24.0,A141,A152,1.0,A173,1.0,missing,A201
A11,6.0,A32,A43,2647.0,A62,A73,2.0,A93,A101,3.0,A121,44.0,A143,A151,1.0,A173,2.0,A191,A201
A14,12.0,A32,A41,685.0,A61,A73,2.0,A93,A101,3.0,A122,25.0,A141,A153,1.0,A172,1.0,A192,A201
A14,18.0,A32,A43,4594.0,A61,missing,3.0,A93,A101,2.0,missing,32.0,A143,A152,1.0,A173,1.0,missing,A201
A14,24.0,A34,A43,2872.0,A62,A75,3.0,A93,A101,4.0,A121,36.0,A143,A152,1.0,A173,2.0,A191,A201
A14,18.0,A34,A43,2404.0,A61,A73,2.0,A92,A101,2.0,A123,26.0,A143,A152,2.0,A173,1.0,A191,A201
A11,24.0,A32,A43,1231.0,A64,A73,4.0,A92,A101,4.0,A122,57.0,A143,A151,2.0,A174,1.0,A192,A201
A12,48.0,A32,A49,3844.0,A64,A74,4.0,A92,A103,4.0,A124,34.0,A143,A151,1.0,A172,2.0,A191,A201
A14,18.0,A33,A49,2238.0,A64,A74,2.0,A92,A101,1.0,A123,25.0,A143,A152,2.0,A173,1.0,A191,A201
A13,36.0,missing,missing,9271.0,A64,A73,2.0,A92,A101,1.0,missing,24.0,A143,A152,1.0,A171,1.0,missing,A201
A14,10.0,A32,A40,1597.0,A64,A73,3.0,A93,A101,2.0,A124,40.0,A143,A151,1.0,A172,2.0,A191,A202
A14,27.0,missing,missing,8318.0,A64,A73,2.0,missing,A101,4.0,A121,42.0,A143,A153,2.0,A174,1.0,missing,missing
A12,18.0,A34,missing,4439.0,missing,missing,1.0,A93,missing,1.0,A121,33.0,A143,A152,1.0,A173,1.0,missing,A201
A14,12.0,A32,A43,1655.0,A62,A73,2.0,A93,A101,4.0,A121,63.0,A143,A152,2.0,A173,1.0,A192,A201
A12,8.0,A34,A41,1237.0,A62,A73,3.0,A92,A101,4.0,A122,24.0,A143,A153,1.0,A172,1.0,A191,A201
A13,12.0,A32,A49,900.0,A65,A74,4.0,A91,A101,2.0,A123,23.0,A143,A153,1.0,A173,1.0,A191,A201
A12,48.0,A33,A49,8487.0,A65,A74,1.0,A92,A103,2.0,A123,24.0,A143,A152,1.0,A173,1.0,A191,A202
A12,6.0,A32,A43,1050.0,A61,A73,4.0,A92,A101,1.0,A122,35.0,A142,A152,2.0,A171,1.0,A192,A201
A13,6.0,A34,A40,1343.0,A61,A75,1.0,A93,A101,4.0,A121,46.0,A143,A152,2.0,A173,2.0,A191,A202
A12,20.0,A33,A41,7057.0,A61,A73,3.0,A91,A101,4.0,A122,36.0,A141,A151,2.0,A174,2.0,A192,A201
A14,10.0,A33,A43,2146.0,A64,A73,1.0,A91,A101,3.0,A121,23.0,A143,A152,2.0,A173,1.0,A191,A201
A12,36.0,A34,A43,12612.0,A61,A73,1.0,A93,A101,4.0,A124,47.0,A141,A153,1.0,A173,2.0,A192,A201
A11,6.0,A32,missing,343.0,A61,missing,4.0,A92,A101,1.0,A121,27.0,A143,A152,1.0,A173,1.0,missing,A201
A13,24.0,A34,A41,6615.0,A61,A71,2.0,A92,A101,4.0,A124,75.0,A141,A153,2.0,A174,1.0,A191,A201
A14,36.0,A34,A43,3342.0,A65,A74,4.0,A93,A101,2.0,A123,51.0,A143,A152,1.0,A173,1.0,A191,A201
A12,24.0,missing,missing,1659.0,A64,missing,4.0,A91,A101,2.0,missing,29.0,A143,A152,1.0,A174,1.0,missing,A201
A14,24.0,A34,A41,3868.0,A61,missing,4.0,A92,A101,2.0,missing,41.0,A143,A151,2.0,A174,1.0,missing,A201
A14,18.0,A33,A40,1808.0,A64,A73,4.0,A93,A101,1.0,A122,22.0,A143,A152,1.0,A173,1.0,A191,A202
A14,9.0,A34,A43,2134.0,A61,A73,4.0,A92,A101,4.0,A121,48.0,A143,A152,3.0,A173,1.0,A192,A201
A14,12.0,A33,missing,1123.0,missing,A73,4.0,missing,missing,4.0,missing,29.0,A141,A151,1.0,A172,1.0,missing,missing
A14,7.0,missing,missing,730.0,missing,missing,4.0,A93,A101,2.0,A122,46.0,A143,A151,2.0,A172,1.0,missing,A201
A14,18.0,A33,A40,6458.0,A61,A75,2.0,A93,A101,4.0,A124,39.0,A141,A152,2.0,A174,2.0,A191,A201
A14,18.0,A33,A40,2662.0,A62,A75,4.0,A92,A101,3.0,A124,32.0,A143,A153,1.0,A173,1.0,A191,A202
A12,24.0,A34,A41,5804.0,A64,A71,4.0,A93,A101,2.0,A121,27.0,A143,A152,2.0,A173,1.0,A191,A201
A12,12.0,A33,A43,1484.0,A64,A73,2.0,A92,A101,1.0,A121,25.0,A143,A152,1.0,A173,1.0,A192,A201
A14,6.0,A33,A43,932.0,A61,A73,3.0,A93,A101,2.0,A121,24.0,A143,A152,1.0,A173,1.0,A192,A201
